"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"12/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"MONTEIRO";"R$ 6.160,28";
"12/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"REMÍGIO";"R$ 8.862,00";
"04/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"AGUIAR";"R$ 10.194,25";
"12/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DO BONFIM";"R$ 15.270,08";
"02/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"MULUNGU";"R$ 15.285,68";
"12/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"EMAS";"R$ 15.291,37";
"06/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"PAULISTA";"R$ 15.291,37";
"08/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"MALTA";"R$ 15.291,37";
"06/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DO SABUGI";"R$ 15.291,37";
"08/2016";"Legais, Voluntárias e Específicas";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"Sem informação";"Administração Pública Municipal";"PB";"PAULISTA";"R$ 15.291,37";
