"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ASSUNÇÃO";"R$ 2.193,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"NOVA FLORESTA";"R$ 11.900,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"MATURÉIA";"R$ 13.387,50";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ALAGOA NOVA";"R$ 17.255,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"NOVA FLORESTA";"R$ 17.850,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ALAGOA NOVA";"R$ 23.205,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BORBOREMA";"R$ 23.205,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"MATURÉIA";"R$ 23.205,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BORBOREMA";"R$ 23.205,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SOLÂNEA";"R$ 24.990,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"PITIMBU";"R$ 24.990,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BAÍA DA TRAIÇÃO";"R$ 26.775,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS CORDEIROS";"R$ 26.775,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BAÍA DA TRAIÇÃO";"R$ 26.775,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"NOVA FLORESTA";"R$ 28.509,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BORBOREMA";"R$ 28.509,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"CUITÉ";"R$ 29.898,75";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ALAGOA NOVA";"R$ 30.702,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"PITIMBU";"R$ 30.702,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BAÍA DA TRAIÇÃO";"R$ 32.895,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ALGODÃO DE JANDAÍRA";"R$ 33.915,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"MATURÉIA";"R$ 35.088,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"MARI";"R$ 35.105,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS CORDEIROS";"R$ 35.700,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ALGODÃO DE JANDAÍRA";"R$ 35.700,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SOLÂNEA";"R$ 41.055,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ALGODÃO DE JANDAÍRA";"R$ 43.860,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"CUITÉ";"R$ 46.410,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"MARI";"R$ 48.195,00";
"10/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"ITAPOROROCA";"R$ 49.980,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS CORDEIROS";"R$ 50.439,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SOLÂNEA";"R$ 50.439,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"BARRA DE SANTA ROSA";"R$ 53.550,00";
"07/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"CUITÉ";"R$ 57.018,00";
"09/2016";"Legais, Voluntárias e Específicas";"214V - APOIO A ALFABETIZACAO, A EDUCACAO DE JOVENS E ADULTOS E A PROGRAMAS DE ELEVACAO DE ESCOLARIDADE, COM QUALIFICACAO PROFISSIONAL E PARTICIPACAO CIDADA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO MIGUEL DE TAIPU";"R$ 58.905,00";
