"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS RAMOS";"R$ 15.000,00";
"01/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"ITAPORANGA";"R$ 139.000,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"BANANEIRAS";"R$ 168.000,00";
"08/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"BARRA DE SANTA ROSA";"R$ 196.500,00";
"07/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS RAMOS";"R$ 196.500,00";
"01/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"REMÍGIO";"R$ 211.500,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SOLÂNEA";"R$ 215.780,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SANTA CECÍLIA";"R$ 227.000,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO BENTO";"R$ 227.780,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"PICUÍ";"R$ 227.871,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"POCINHOS";"R$ 227.871,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"CAJAZEIRAS";"R$ 230.210,00";
"11/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"REMÍGIO";"R$ 230.210,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"QUEIMADAS";"R$ 230.210,00";
"11/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"LAGOA SECA";"R$ 230.210,00";
"10/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"CAMPINA GRANDE";"R$ 230.210,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"JACARAÚ";"R$ 230.210,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"CUITÉ DE MAMANGUAPE";"R$ 230.210,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"RIACHÃO DO POÇO";"R$ 239.000,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SANTA RITA";"R$ 239.000,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"RIO TINTO";"R$ 242.100,00";
"11/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"MONTEIRO";"R$ 242.100,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SAPÉ";"R$ 242.100,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"CONDE";"R$ 242.100,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"ITAPOROROCA";"R$ 242.100,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"AREIA";"R$ 242.100,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"SALGADO DE SÃO FÉLIX";"R$ 249.740,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"UMBUZEIRO";"R$ 249.740,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"PEDRAS DE FOGO";"R$ 249.740,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"FAGUNDES";"R$ 249.740,00";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"BARRA DE SANTA ROSA";"R$ 280.201,73";
"12/2017";"Legais, Voluntárias e Específicas";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"Sem informação";"Administração Pública Municipal";"PB";"ALHANDRA";"R$ 469.971,00";
